-10 -10 6.18495e-09 
-10 -9 -1.96188e-09 
-10 -8 1.1032e-09 
-10 -7 -4.2459e-09 
-10 -6 1.42819e-09 
-10 -5 4.06655e-09 
-10 -4 2.03763e-09 
-10 -3 1.33216e-09 
-10 -2 3.67912e-09 
-10 -1 -7.11331e-10 
-10 0 8.82472e-11 
-10 1 -7.11331e-10 
-10 2 3.67912e-09 
-10 3 1.33216e-09 
-10 4 2.03763e-09 
-10 5 4.06655e-09 
-10 6 1.42819e-09 
-10 7 -4.2459e-09 
-10 8 1.1032e-09 
-10 9 -1.96188e-09 
-10 10 6.18495e-09 
-9 -10 -1.96188e-09 
-9 -9 5.02404e-09 
-9 -8 4.19896e-09 
-9 -7 5.42236e-09 
-9 -6 -4.95456e-10 
-9 -5 3.48834e-09 
-9 -4 -5.56072e-09 
-9 -3 -2.82317e-09 
-9 -2 2.47401e-09 
-9 -1 -2.0166e-09 
-9 0 1.15195e-09 
-9 1 -2.0166e-09 
-9 2 2.47401e-09 
-9 3 -2.82317e-09 
-9 4 -5.56072e-09 
-9 5 3.48834e-09 
-9 6 -4.95456e-10 
-9 7 5.42236e-09 
-9 8 4.19896e-09 
-9 9 5.02404e-09 
-9 10 -1.96188e-09 
-8 -10 1.1032e-09 
-8 -9 4.19896e-09 
-8 -8 3.62896e-09 
-8 -7 -2.47591e-10 
-8 -6 8.82472e-11 
-8 -5 -5.59906e-09 
-8 -4 5.68114e-09 
-8 -3 2.23954e-09 
-8 -2 -4.76459e-09 
-8 -1 -6.18141e-09 
-8 0 -9.6799e-10 
-8 1 -6.18141e-09 
-8 2 -4.76459e-09 
-8 3 2.23954e-09 
-8 4 5.68114e-09 
-8 5 -5.59906e-09 
-8 6 8.82472e-11 
-8 7 -2.47591e-10 
-8 8 3.62896e-09 
-8 9 4.19896e-09 
-8 10 1.1032e-09 
-7 -10 -4.2459e-09 
-7 -9 5.42236e-09 
-7 -8 -2.47591e-10 
-7 -7 -1.93216e-09 
-7 -6 2.47401e-09 
-7 -5 7.96067e-09 
-7 -4 -6.18141e-09 
-7 -3 3.9834e-09 
-7 -2 4.39655e-09 
-7 -1 1.80867e-10 
-7 0 -3.50146e-09 
-7 1 1.80867e-10 
-7 2 4.39655e-09 
-7 3 3.9834e-09 
-7 4 -6.18141e-09 
-7 5 7.96067e-09 
-7 6 2.47401e-09 
-7 7 -1.93216e-09 
-7 8 -2.47591e-10 
-7 9 5.42236e-09 
-7 10 -4.2459e-09 
-6 -10 1.42819e-09 
-6 -9 -4.95456e-10 
-6 -8 8.82472e-11 
-6 -7 2.47401e-09 
-6 -6 -5.85947e-09 
-6 -5 -3.78308e-09 
-6 -4 -3.72707e-09 
-6 -3 4.33735e-09 
-6 -2 -4.07926e-10 
-6 -1 -2.35807e-09 
-6 0 -3.49417e-09 
-6 1 -2.35807e-09 
-6 2 -4.07926e-10 
-6 3 4.33735e-09 
-6 4 -3.72707e-09 
-6 5 -3.78308e-09 
-6 6 -5.85947e-09 
-6 7 2.47401e-09 
-6 8 8.82472e-11 
-6 9 -4.95456e-10 
-6 10 1.42819e-09 
-5 -10 4.06655e-09 
-5 -9 3.48834e-09 
-5 -8 -5.59906e-09 
-5 -7 7.96067e-09 
-5 -6 -3.78308e-09 
-5 -5 1.80867e-10 
-5 -4 -3.62823e-10 
-5 -3 -5.51334e-09 
-5 -2 -2.93216e-10 
-5 -1 -2.69363e-09 
-5 0 -2.52149e-09 
-5 1 -2.69363e-09 
-5 2 -2.93216e-10 
-5 3 -5.51334e-09 
-5 4 -3.62823e-10 
-5 5 1.80867e-10 
-5 6 -3.78308e-09 
-5 7 7.96067e-09 
-5 8 -5.59906e-09 
-5 9 3.48834e-09 
-5 10 4.06655e-09 
-4 -10 2.03763e-09 
-4 -9 -5.56072e-09 
-4 -8 5.68114e-09 
-4 -7 -6.18141e-09 
-4 -6 -3.72707e-09 
-4 -5 -3.62823e-10 
-4 -4 -7.00146e-10 
-4 -3 -2.52149e-09 
-4 -2 5.26372e-09 
-4 -1 -3.61874e-09 
-4 0 6.45375e-09 
-4 1 -3.61874e-09 
-4 2 5.26372e-09 
-4 3 -2.52149e-09 
-4 4 -7.00146e-10 
-4 5 -3.62823e-10 
-4 6 -3.72707e-09 
-4 7 -6.18141e-09 
-4 8 5.68114e-09 
-4 9 -5.56072e-09 
-4 10 2.03763e-09 
-3 -10 1.33216e-09 
-3 -9 -2.82317e-09 
-3 -8 2.23954e-09 
-3 -7 3.9834e-09 
-3 -6 4.33735e-09 
-3 -5 -5.51334e-09 
-3 -4 -2.52149e-09 
-3 -3 6.33622e-09 
-3 -2 -5.85732e-10 
-3 -1 -1.56158e-09 
-3 0 -3.41839e-09 
-3 1 -1.56158e-09 
-3 2 -5.85732e-10 
-3 3 6.33622e-09 
-3 4 -2.52149e-09 
-3 5 -5.51334e-09 
-3 6 4.33735e-09 
-3 7 3.9834e-09 
-3 8 2.23954e-09 
-3 9 -2.82317e-09 
-3 10 1.33216e-09 
-2 -10 3.67912e-09 
-2 -9 2.47401e-09 
-2 -8 -4.76459e-09 
-2 -7 4.39655e-09 
-2 -6 -4.07926e-10 
-2 -5 -2.93216e-10 
-2 -4 5.26372e-09 
-2 -3 -5.85732e-10 
-2 -2 -8.07208e-10 
-2 -1 -2.39539e-09 
-2 0 -1.38579e-08 
-2 1 -2.39539e-09 
-2 2 -8.07208e-10 
-2 3 -5.85732e-10 
-2 4 5.26372e-09 
-2 5 -2.93216e-10 
-2 6 -4.07926e-10 
-2 7 4.39655e-09 
-2 8 -4.76459e-09 
-2 9 2.47401e-09 
-2 10 3.67912e-09 
-1 -10 -7.11331e-10 
-1 -9 -2.0166e-09 
-1 -8 -6.18141e-09 
-1 -7 1.80867e-10 
-1 -6 -2.35807e-09 
-1 -5 -2.69363e-09 
-1 -4 -3.61874e-09 
-1 -3 -1.56158e-09 
-1 -2 -2.39539e-09 
-1 -1 -5.87431e-08 
-1 0 -3.17317e-06 
-1 1 -5.87431e-08 
-1 2 -2.39539e-09 
-1 3 -1.56158e-09 
-1 4 -3.61874e-09 
-1 5 -2.69363e-09 
-1 6 -2.35807e-09 
-1 7 1.80867e-10 
-1 8 -6.18141e-09 
-1 9 -2.0166e-09 
-1 10 -7.11331e-10 
0 -10 8.82472e-11 
0 -9 1.15195e-09 
0 -8 -9.6799e-10 
0 -7 -3.50146e-09 
0 -6 -3.49417e-09 
0 -5 -2.52149e-09 
0 -4 6.45375e-09 
0 -3 -3.41839e-09 
0 -2 -1.38579e-08 
0 -1 -3.17317e-06 
0 0 0 
0 1 -3.17317e-06 
0 2 -1.38579e-08 
0 3 -3.41839e-09 
0 4 6.45375e-09 
0 5 -2.52149e-09 
0 6 -3.49417e-09 
0 7 -3.50146e-09 
0 8 -9.6799e-10 
0 9 1.15195e-09 
0 10 8.82472e-11 
1 -10 -7.11331e-10 
1 -9 -2.0166e-09 
1 -8 -6.18141e-09 
1 -7 1.80867e-10 
1 -6 -2.35807e-09 
1 -5 -2.69363e-09 
1 -4 -3.61874e-09 
1 -3 -1.56158e-09 
1 -2 -2.39539e-09 
1 -1 -5.87431e-08 
1 0 -3.17317e-06 
1 1 -5.87431e-08 
1 2 -2.39539e-09 
1 3 -1.56158e-09 
1 4 -3.61874e-09 
1 5 -2.69363e-09 
1 6 -2.35807e-09 
1 7 1.80867e-10 
1 8 -6.18141e-09 
1 9 -2.0166e-09 
1 10 -7.11331e-10 
2 -10 3.67912e-09 
2 -9 2.47401e-09 
2 -8 -4.76459e-09 
2 -7 4.39655e-09 
2 -6 -4.07926e-10 
2 -5 -2.93216e-10 
2 -4 5.26372e-09 
2 -3 -5.85732e-10 
2 -2 -8.07208e-10 
2 -1 -2.39539e-09 
2 0 -1.38579e-08 
2 1 -2.39539e-09 
2 2 -8.07208e-10 
2 3 -5.85732e-10 
2 4 5.26372e-09 
2 5 -2.93216e-10 
2 6 -4.07926e-10 
2 7 4.39655e-09 
2 8 -4.76459e-09 
2 9 2.47401e-09 
2 10 3.67912e-09 
3 -10 1.33216e-09 
3 -9 -2.82317e-09 
3 -8 2.23954e-09 
3 -7 3.9834e-09 
3 -6 4.33735e-09 
3 -5 -5.51334e-09 
3 -4 -2.52149e-09 
3 -3 6.33622e-09 
3 -2 -5.85732e-10 
3 -1 -1.56158e-09 
3 0 -3.41839e-09 
3 1 -1.56158e-09 
3 2 -5.85732e-10 
3 3 6.33622e-09 
3 4 -2.52149e-09 
3 5 -5.51334e-09 
3 6 4.33735e-09 
3 7 3.9834e-09 
3 8 2.23954e-09 
3 9 -2.82317e-09 
3 10 1.33216e-09 
4 -10 2.03763e-09 
4 -9 -5.56072e-09 
4 -8 5.68114e-09 
4 -7 -6.18141e-09 
4 -6 -3.72707e-09 
4 -5 -3.62823e-10 
4 -4 -7.00146e-10 
4 -3 -2.52149e-09 
4 -2 5.26372e-09 
4 -1 -3.61874e-09 
4 0 6.45375e-09 
4 1 -3.61874e-09 
4 2 5.26372e-09 
4 3 -2.52149e-09 
4 4 -7.00146e-10 
4 5 -3.62823e-10 
4 6 -3.72707e-09 
4 7 -6.18141e-09 
4 8 5.68114e-09 
4 9 -5.56072e-09 
4 10 2.03763e-09 
5 -10 4.06655e-09 
5 -9 3.48834e-09 
5 -8 -5.59906e-09 
5 -7 7.96067e-09 
5 -6 -3.78308e-09 
5 -5 1.80867e-10 
5 -4 -3.62823e-10 
5 -3 -5.51334e-09 
5 -2 -2.93216e-10 
5 -1 -2.69363e-09 
5 0 -2.52149e-09 
5 1 -2.69363e-09 
5 2 -2.93216e-10 
5 3 -5.51334e-09 
5 4 -3.62823e-10 
5 5 1.80867e-10 
5 6 -3.78308e-09 
5 7 7.96067e-09 
5 8 -5.59906e-09 
5 9 3.48834e-09 
5 10 4.06655e-09 
6 -10 1.42819e-09 
