  0.  0.  40.
 -0.00333308364  0.5163458  39.9927183
 -0.0133316692  1.03248221  39.9708705
 -0.0299938896  1.54819953  39.9344485
 -0.0533166101  2.06328747  39.8834385
 -0.0832953951  2.57753487  39.8178213
 -0.119924459  3.09072932  39.7375723
 -0.163196605  3.60265695  39.6426611
 -0.213103145  4.11310205  39.5330518
 -0.269633809  4.62184679  39.4087027
 -0.332776633  5.12867085  39.2695662
 -0.402517829  5.63335113  39.115589
 -0.478841641  6.13566137  38.9467117
 -0.561730176  6.6353718  38.7628687
 -0.651163212  7.1322488  38.5639882
 -0.747117983  7.62605444  38.3499922
 -0.849568942  8.11654617  38.1207957
 -0.958487488  8.60347631  37.8763073
 -1.07384166  9.08659167  37.6164285
 -1.19559582  9.56563307  37.3410539
 -1.32371023  10.0403348  37.0500706
 -1.4581407  10.5104243  36.7433579
 -1.59883808  10.9756213  36.4207876
 -1.74574772  11.4356375  36.0822232
 -1.89880894  11.8901758  35.72752
 -2.05795438  12.3389298  35.3565242
 -2.22310924  12.781583  34.9690734
 -2.39419051  13.2178081  34.5649956
 -2.57110608  13.6472661  34.144109
 -2.75375374  14.0696057  33.7062218
 -2.94202003  14.4844622  33.2511316
 -3.13577907  14.8914565  32.7786251
 -3.33489107  15.2901941  32.2884777
 -3.53920085  15.680264  31.7804527
 -3.74853603  16.0612376  31.2543013
 -3.96270512  16.432667  30.7097621
 -4.18149522  16.7940841  30.1465604
 -4.40466964  17.1449985  29.5644076
 -4.63196503  17.4848962  28.9630015
 -4.86308823  17.8132377  28.3420251
 -5.09771275  18.1294559  27.7011467
 -5.33547472  18.4329541  27.0400197
 -5.57596835  18.7231035  26.3582821
 -5.81874081  18.9992406  25.6555567
 -6.06328644  19.2606646  24.9314514
 -6.30904012  19.5066339  24.1855594
 -6.55536987  19.7363633  23.4174603
 -6.80156843  19.9490196  22.6267208
 -7.04684368  20.1437181  21.812897
 -7.29030787  20.3195176  20.9755366
 -7.53096541  20.475416  20.1141823
 -7.76769912  20.6103441  19.2283765
 -7.99925472  20.7231603  18.3176673
 -8.22422351  20.8126434  17.3816166
 -8.44102293  20.8774857  16.4198099
 -8.64787506  20.9162845  15.4318706
 -8.842783  20.9275334  14.4174762
 -9.02350513  20.9096125  13.3763811
 -9.18752766  20.8607773  12.3084437
 -9.3320359  20.7791475  11.2136623
 -9.4538853  20.6626931  10.0922193
 -9.54957379  20.5092213  8.94453663
 -9.61521781  20.316361  7.77134505
 -9.64653557  20.0815467  6.57376928
 -9.63884278  19.8020018  5.35343188
 -9.58706792  19.4747217  4.11257852
 -9.48579712  19.0964569  2.85422635
 -9.32936171  18.6636979  1.58233589
 -9.11198535  18.1726629  0.30200448
 -8.82801162  17.6192917 -0.98032527
 -8.47223614  16.9992482 -2.25665429
 -8.04036876  16.3079385 -3.51723439
 -7.52964879  15.5405515 -4.75042576
 -6.93962746  14.6921331 -5.94264754
 -6.27311236  13.7577107 -7.07847383
 -5.53723785  12.7324883 -8.14092903
 -4.74458013  11.6121403 -9.11202424
 -3.91418061  10.3932395 -9.97354143
 -3.07228289  9.07385711 -10.7080108
 -2.25254014  7.65437355 -11.2997418
 -1.49542263  6.13851863 -11.7356767
 -0.846558165  4.53461977 -12.0057683
 -0.353772934  2.85695252 -12.1025876
 -0.0626689725  1.1269635 -12.0199806
 -0.0107015053 -0.626013889 -11.7508665
 -0.219969198 -2.36503872 -11.2847103
 -0.689408278 -4.04728174 -10.6057857
 -1.3878878 -5.62733338 -9.69389262
 -2.25078892 -7.06171134 -8.52923946
 -3.18350416 -8.31361291 -7.10194548
 -4.07460814 -9.35670326 -5.42361471
 -4.81772179 -10.1770049 -3.53499674
 -5.33508569 -10.7726329 -1.50354205
 -5.59246826 -11.1518201  0.589916208
 -5.59905939 -11.3300551  2.66878498
 -5.39489294 -11.3271337  4.67392099
 -5.03409796 -11.1646569  6.56821932
 -4.57121929 -10.8641947  8.33413218
 -4.05334789 -10.4461105  9.96805487
 -3.51728794 -9.92892039  11.4747022
 -2.98979019 -9.32903567  12.862866
 -2.48914507 -8.66074915  14.1427199
 -2.02709502 -7.9363619  15.3243281
 -1.61057551 -7.16637818  16.4169374
 -1.24312088 -6.3597237  17.4287238
 -0.925928386 -5.52396127  18.3667739
 -0.658632899 -4.66549025  19.2371758
 -0.439857097 -3.78972396  20.0451481
 -0.267595445 -2.90124376  20.7951734
 -0.139478534 -2.00393061  21.4911207
 -0.0529527216 -1.10107651  22.13635
 -0.00540047518 -0.195477978  22.7338009
  0.00578050354  0.71048548  23.2860647
 -0.0168733715  1.61478595  23.7954429
 -0.0709226554  2.51569239  24.2639948
