 0.000000 0.000000 0.000000 0.000000 0.000000 
 0.000200 0.000365 0.000276 -0.000036 0.000000 
 0.000400 0.002915 0.002286 -0.001532 0.000001 
 0.000600 0.004754 0.003818 -0.002466 0.000002 
 0.000800 0.005033 0.003978 -0.002478 0.000002 
 0.001000 0.005504 0.003573 -0.002547 0.000002 
 0.001200 0.008504 0.001253 -0.004397 0.000003 
 0.001400 0.009825 0.000092 -0.004942 0.000004 
 0.001600 0.010061 0.000005 -0.004944 0.000004 
 0.001800 0.010648 0.000534 -0.005057 0.000005 
 0.002000 0.013847 0.002996 -0.007062 0.000006 
 0.002200 0.014865 0.003917 -0.007406 0.000006 
 0.002400 0.015080 0.003957 -0.007401 0.000006 
 0.002600 0.015768 0.003328 -0.007558 0.000007 
 0.002800 0.019031 0.000815 -0.009609 0.000008 
 0.003000 0.019889 0.000028 -0.009855 0.000009 
 0.003200 0.020093 0.000015 -0.009846 0.000009 
 0.003400 0.020836 0.000698 -0.010029 0.000009 
 0.003600 0.024108 0.003218 -0.012088 0.000010 
 0.003800 0.024896 0.003945 -0.012295 0.000011 
 0.004000 0.025092 0.003951 -0.012282 0.000011 
 0.004200 0.025828 0.003271 -0.012459 0.000011 
 0.004400 0.029099 0.000749 -0.014514 0.000012 
 0.004600 0.029895 0.000012 -0.014721 0.000013 
 0.004800 0.030083 -0.000004 -0.014706 0.000013 
 0.005000 0.030743 0.000609 -0.014844 0.000013 
 0.005200 0.033992 0.003114 -0.016883 0.000014 
 0.005400 0.034878 0.003933 -0.017140 0.000015 
 0.005600 0.035062 0.003976 -0.017122 0.000015 
 0.005800 0.035600 0.003478 -0.017203 0.000015 
 0.006000 0.038741 0.001049 -0.019155 0.000016 
 0.006200 0.039847 0.000044 -0.019545 0.000017 
 0.006400 0.040037 -0.000045 -0.019525 0.000017 
 0.006600 0.040434 0.000312 -0.019555 0.000017 
 0.006800 0.043219 0.002493 -0.021227 0.000018 
 0.007000 0.044783 0.003846 -0.021938 0.000019 
 0.007200 0.045007 0.004005 -0.021922 0.000019 
 0.007400 0.045277 0.003787 -0.021916 0.000019 
 0.007600 0.047278 0.002127 -0.022960 0.000020 
 0.007800 0.049659 0.000214 -0.024305 0.000021 
 0.008000 0.049975 -0.000064 -0.024308 0.000021 
 0.008200 0.050153 0.000033 -0.024282 0.000021 
 0.008400 0.051234 0.001023 -0.024652 0.000022 
 0.008600 0.054384 0.003462 -0.026608 0.000023 
 0.008800 0.054926 0.003978 -0.026685 0.000024 
 0.009000 0.055065 0.003983 -0.026653 0.000024 
 0.009200 0.055569 0.003504 -0.026713 0.000024 
 0.009400 0.058658 0.001105 -0.028619 0.000025 
 0.009600 0.059832 0.000038 -0.029046 0.000026 
 0.009800 0.060008 -0.000084 -0.029016 0.000026 
 0.010000 0.060226 0.000094 -0.028993 0.000026 
 0.010200 0.061836 0.001486 -0.029731 0.000027 
 0.010400 0.064574 0.003643 -0.031360 0.000028 
 0.010600 0.064950 0.004001 -0.031374 0.000028 
