 0.010800 0.065066 0.003986 -0.031334 0.000028 
 0.011000 0.065554 0.003517 -0.031384 0.000028 
 0.011200 0.068614 0.001135 -0.033265 0.000029 
 0.011400 0.069825 0.000035 -0.033713 0.000030 
 0.011600 0.069995 -0.000103 -0.033677 0.000030 
 0.011800 0.070136 -0.000002 -0.033638 0.000030 
 0.012000 0.071060 0.000865 -0.033903 0.000031 
 0.012200 0.074283 0.003364 -0.035910 0.000032 
 0.012400 0.074905 0.003968 -0.036014 0.000032 
 0.012600 0.075010 0.004030 -0.035969 0.000032 
 0.012800 0.075179 0.003883 -0.035931 0.000032 
 0.013000 0.076421 0.002756 -0.036397 0.000033 
 0.013200 0.079456 0.000389 -0.038256 0.000034 
 0.013400 0.079928 -0.000075 -0.038294 0.000034 
 0.013600 0.080009 -0.000123 -0.038245 0.000034 
 0.013800 0.080141 -0.000007 -0.038200 0.000034 
 0.014000 0.081084 0.000880 -0.038472 0.000035 
 0.014200 0.084296 0.003374 -0.040469 0.000036 
 0.014400 0.084904 0.003970 -0.040562 0.000036 
 0.014600 0.084991 0.004049 -0.040511 0.000036 
 0.014800 0.085036 0.004026 -0.040458 0.000036 
 0.015000 0.085283 0.003780 -0.040428 0.000036 
 0.015200 0.087273 0.002115 -0.041450 0.000037 
 0.015400 0.089651 0.000191 -0.042782 0.000038 
 0.015600 0.089950 -0.000113 -0.042762 0.000038 
 0.015800 0.089984 -0.000163 -0.042707 0.000038 
 0.016000 0.089937 -0.000222 -0.042651 0.000038 
 0.016200 0.089555 -0.000607 -0.042655 0.000037 
 0.016400 0.086775 -0.002801 -0.044309 0.000036 
 0.016600 0.085227 -0.004161 -0.044992 0.000035 
 0.016800 0.085039 -0.004362 -0.044948 0.000034 
 0.017000 0.085049 -0.004427 -0.044890 0.000034 
 0.017200 0.085310 -0.004699 -0.044860 0.000034 
 0.017400 0.087448 -0.006463 -0.046000 0.000035 
 0.017600 0.089673 -0.008287 -0.047210 0.000036 
 0.017800 0.089944 -0.008574 -0.047181 0.000036 
 0.018000 0.089940 -0.008658 -0.047120 0.000036 
 0.018200 0.089635 -0.008976 -0.047099 0.000035 
 0.018400 0.087205 -0.010936 -0.048474 0.000034 
 0.018600 0.085282 -0.012557 -0.049444 0.000033 
 0.018800 0.085055 -0.012808 -0.049404 0.000032 
 0.019000 0.085092 -0.012914 -0.049342 0.000032 
 0.019200 0.085599 -0.013427 -0.049386 0.000032 
 0.019400 0.088696 -0.015841 -0.051293 0.000034 
 0.019600 0.089821 -0.016887 -0.051675 0.000034 
 0.019800 0.089945 -0.017057 -0.051618 0.000034 
 0.020000 0.089820 -0.017227 -0.051560 0.000034 
